Game,Step,Reward
3,24,0.01
3,25,0.01
3,26,0.01
3,27,0.01
3,28,-0.01
3,29,0.01
3,30,-0.01
3,31,-0.01
3,32,-0.01
3,33,-0.01
3,34,-0.01
3,35,-0.01
3,36,0.01
3,37,0.01
3,38,0.01
3,39,-0.01
3,40,0.01
3,41,0.01
3,42,-0.01
3,43,0.01
3,44,0.01
3,45,-0.01
3,46,-0.01
3,47,0.01
3,48,-0.01
3,49,0.01
3,50,-0.01
3,51,-0.01
3,52,0.01
3,53,-0.01
3,54,-0.01
3,55,0.01
3,56,0.01
3,57,0.01
3,58,0.01
3,59,0.01
3,60,0.01
3,61,0.01
3,62,-0.01
3,63,-0.01
3,64,0.01
3,65,0.01
3,66,0.01
3,67,-0.01
3,68,0.01
3,69,0.01
3,70,0.01
3,71,0.01
3,72,0.01
3,73,-0.01
3,74,-0.01
3,75,0.01
3,76,0.01
3,77,0.01
3,78,-0.01
3,79,0.01
3,80,0.01
3,81,-0.01
3,82,0.01
3,83,0.01
3,84,0.01
3,85,-0.01
3,86,0.01
3,87,-0.01
3,88,0.01
3,89,0.01
3,90,0.01
3,91,-0.01
3,92,0.01
3,93,-0.01
3,94,0.01
3,95,0.01
3,96,-0.01
3,97,-0.01
3,98,-0.01
3,99,0.01
4,100,-1
4,1,-0.01
4,2,-0.01
4,3,0.01
4,4,0.01
4,5,0.01
4,6,-0.01
4,7,0.01
4,8,-0.01
4,9,-0.01
4,10,-0.01
4,11,-0.01
4,12,0.01
4,13,-0.01
4,14,-0.01
4,15,-0.01
4,16,-0.01
4,17,0.01
4,18,-0.01
4,19,-0.01
4,20,-0.01
4,21,-0.01
4,22,-0.01
4,23,-0.01
4,24,-0.01
4,25,-0.01
4,26,-0.01
4,27,-0.01
4,28,-0.01
4,29,-0.01
4,30,-0.01
4,31,0.01
4,32,0.01
4,33,0.01
4,34,0.01
4,35,0.01
4,36,-0.01
4,37,-0.01
4,38,0.01
4,39,-0.01
4,40,-0.01
4,41,-0.01
4,42,0.01
4,43,-0.01
4,44,-0.01
4,45,0.01
4,46,0.01
4,47,0.01
4,48,-0.01
4,49,-0.01
4,50,0.01
4,51,0.01
4,52,-0.01
4,53,0.01
4,54,0.01
4,55,0.01
4,56,0.01
4,57,0.01
4,58,0.01
4,59,0.01
4,60,0.01
4,61,-0.01
4,62,-0.01
4,63,-0.01
4,64,-0.01
4,65,-0.01
4,66,0.01
4,67,0.01
4,68,0.01
4,69,-0.01
4,70,0.01
4,71,-0.01
5,72,-1
5,1,-0.01
5,2,-0.01
5,3,-0.01
5,4,-0.01
5,5,-0.01
5,6,-0.01
5,7,-0.01
5,8,-0.01
5,9,-0.01
5,10,-0.01
5,11,-0.01
5,12,-0.01
5,13,-0.01
5,14,0.01
5,15,0.01
5,16,-0.01
5,17,0.01
5,18,0.01
5,19,-0.01
5,20,0.01
5,21,0.01
5,22,-0.01
5,23,-0.01
5,24,0.01
5,25,0.01
5,26,-0.01
5,27,-0.01
5,28,0.01
5,29,-0.01
5,30,-0.01
5,31,-0.01
5,32,-0.01
5,33,0.01
5,34,-0.01
5,35,0.01
5,36,-0.01
5,37,-0.01
5,38,-0.01
5,39,0.01
5,40,0.01
5,41,0.01
5,42,-0.01
5,43,-0.01
5,44,-0.01
5,45,0.01
5,46,0.01
5,47,0.01
5,48,-0.01
5,49,-0.01
5,50,-0.01
5,51,-0.01
5,52,-0.01
5,53,-0.01
5,54,0.01
5,55,-0.01
5,56,-0.01
5,57,0.01
5,58,0.01
5,59,-0.01
5,60,0.01
5,61,0.01
5,62,0.01
5,63,-0.01
5,64,0.01
5,65,0.01
5,66,-0.01
5,67,0.01
5,68,-0.01
5,69,-0.01
5,70,0.01
5,71,0.01
5,72,-0.01
5,73,-0.01
5,74,-0.01
5,75,0.01
5,76,0.01
5,77,-0.01
5,78,0.01
5,79,0.01
5,80,0.01
5,81,-0.01
5,82,0.01
5,83,-0.01
5,84,0.01
5,85,-0.01
5,86,-0.01
5,87,0.01
5,88,0.01
5,89,0.01
5,90,-0.01
5,91,0.01
5,92,-0.01
5,93,0.01
5,94,-0.01
5,95,-0.01
5,96,0.01
6,97,-1
6,1,-0.01
6,2,-0.01
6,3,-0.01
6,4,-0.01
6,5,-0.01
6,6,-0.01
6,7,-0.01
6,8,-0.01
6,9,0.01
6,10,0.01
6,11,0.01
6,12,-0.01
6,13,-0.01
6,14,0.01
6,15,-0.01
6,16,-0.01
6,17,0.01
6,18,-0.01
6,19,0.01
6,20,-0.01
6,21,-0.01
6,22,-0.01
6,23,-0.01
6,24,0.01
6,25,-0.01
6,26,0.01
6,27,0.01
6,28,-0.01
6,29,-0.01
6,30,0.01
6,31,-0.01
6,32,0.01
6,33,-0.01
6,34,-0.01
6,35,-0.01
6,36,-0.01
6,37,-0.01
6,38,-0.01
6,39,-0.01
6,40,-0.01
6,41,-0.01
6,42,-0.01
6,43,-0.01
6,44,-0.01
6,45,-0.01
6,46,-0.01
6,47,-0.01
6,48,-0.01
6,49,-0.01
6,50,-0.01
6,51,0.01
6,52,0.01
6,53,0.01
6,54,0.01
6,55,-0.01
6,56,0.01
6,57,0.01
6,58,-0.01
6,59,0.01
6,60,0.01
6,61,0.01
6,62,-0.01
6,63,0.01
6,64,0.01
6,65,-0.01
6,66,0.01
6,67,-0.01
6,68,-0.01
6,69,0.01
6,70,0.01
6,71,-0.01
6,72,-0.01
6,73,-0.01
6,74,-0.01
6,75,-0.01
6,76,0.01
6,77,0.01
6,78,0.01
6,79,-0.01
6,80,0.01
6,81,0.01
6,82,0.01
6,83,0.01
6,84,0.01
6,85,-0.01
6,86,0.01
6,87,-0.01
6,88,-0.01
6,89,-0.01
6,90,0.01
6,91,-0.01
6,92,0.01
6,93,0.01
6,94,0.01
6,95,-0.01
6,96,-0.01
6,97,0.01
6,98,0.01
6,99,0.01
6,100,-0.01
6,101,0.01
6,102,0.01
6,103,0.01
6,104,0.01
6,105,0.01
6,106,-0.01
6,107,0.01
6,108,0.01
6,109,0.01
6,110,-0.01
6,111,0.01
6,112,0.01
6,113,0.01
6,114,-0.01
6,115,0.01
6,116,0.01
6,117,-0.01
6,118,0.01
6,119,0.01
6,120,0.01
6,121,0.01
6,122,-0.01
6,123,-0.01
6,124,0.01
6,125,-0.01
6,126,0.01
6,127,-0.01
6,128,-0.01
6,129,-0.01
6,130,-0.01
6,131,-0.01
6,132,-0.01
6,133,-0.01
6,134,-0.01
6,135,0.01
6,136,-0.01
6,137,-0.01
6,138,0.01
6,139,-0.01
6,140,-0.01
6,141,-0.01
6,142,0.01
6,143,0.01
6,144,0.01
6,145,0.01
6,146,0.01
6,147,-0.01
6,148,-0.01
6,149,-0.01
6,150,-0.01
6,151,-0.01
6,152,0.01
6,153,-0.01
6,154,-0.01
6,155,0.01
6,156,-0.01
6,157,-0.01
6,158,0.01
6,159,0.01
6,160,0.01
6,161,0.01
6,162,-0.01
6,163,0.01
6,164,-0.01
6,165,0.01
6,166,0.01
6,167,-0.01
6,168,0.01
6,169,-0.01
6,170,0.01
6,171,0.01
7,172,1
7,1,-0.01
7,2,-0.01
7,3,-0.01
7,4,-0.01
7,5,0.01
7,6,0.01
7,7,-0.01
7,8,-0.01
7,9,-0.01
7,10,0.01
7,11,-0.01
7,12,0.01
7,13,-0.01
7,14,-0.01
7,15,-0.01
7,16,0.01
7,17,-0.01
7,18,0.01
7,19,-0.01
7,20,-0.01
7,21,-0.01
7,22,-0.01
7,23,-0.01
7,24,-0.01
7,25,-0.01
7,26,0.01
7,27,-0.01
7,28,-0.01
7,29,-0.01
7,30,-0.01
7,31,0.01
7,32,0.01
7,33,0.01
7,34,-0.01
7,35,0.01
7,36,0.01
7,37,0.01
7,38,0.01
7,39,0.01
7,40,0.01
7,41,-0.01
7,42,0.01
7,43,-0.01
7,44,-0.01
7,45,0.01
7,46,-0.01
7,47,0.01
7,48,-0.01
7,49,0.01
7,50,-0.01
7,51,0.01
7,52,-0.01
7,53,0.01
7,54,0.01
7,55,0.01
8,56,-1
8,1,0.01
8,2,0.01
8,3,0.01
8,4,-0.01
8,5,0.01
8,6,0.01
8,7,-0.01
8,8,0.01
8,9,0.01
8,10,0.01
8,11,0.01
8,12,-0.01
8,13,0.01
8,14,0.01
8,15,0.01
8,16,0.01
8,17,-0.01
8,18,0.01
8,19,0.01
8,20,-0.01
8,21,0.01
8,22,0.01
8,23,-0.01
8,24,0.01
8,25,0.01
8,26,-0.01
8,27,0.01
8,28,0.01
8,29,0.01
8,30,0.01
8,31,0.01
8,32,0.01
8,33,-0.01
8,34,0.01
8,35,-0.01
8,36,-0.01
8,37,0.01
8,38,-0.01
8,39,-0.01
8,40,0.01
9,41,1
9,1,-0.01
9,2,-0.01
9,3,-0.01
9,4,-0.01
9,5,-0.01
9,6,-0.01
9,7,0.01
9,8,-0.01
9,9,-0.01
9,10,0.01
9,11,0.01
9,12,-0.01
9,13,-0.01
9,14,0.01
9,15,-0.01
9,16,-0.01
9,17,0.01
9,18,0.01
9,19,-0.01
9,20,-0.01
9,21,-0.01
9,22,-0.01
9,23,0.01
9,24,-0.01
9,25,-0.01
9,26,-0.01
9,27,-0.01
9,28,-0.01
9,29,-0.01
9,30,-0.01
9,31,0.01
9,32,0.01
9,33,0.01
9,34,-0.01
9,35,0.01
9,36,0.01
9,37,-0.01
9,38,-0.01
9,39,0.01
9,40,-0.01
9,41,-0.01
9,42,0.01
9,43,-0.01
9,44,-0.01
9,45,-0.01
9,46,-0.01
9,47,0.01
9,48,0.01
9,49,0.01
9,50,-0.01
9,51,-0.01
9,52,0.01
9,53,-0.01
9,54,0.01
9,55,0.01
9,56,0.01
9,57,0.01
9,58,-0.01
9,59,0.01
9,60,-0.01
9,61,0.01
9,62,0.01
9,63,0.01
9,64,0.01
9,65,0.01
9,66,0.01
9,67,0.01
9,68,0.01
9,69,0.01
9,70,0.01
9,71,-0.01
9,72,-0.01
9,73,-0.01
9,74,-0.01
9,75,-0.01
9,76,-0.01
9,77,0.01
9,78,-0.01
9,79,-0.01
9,80,-0.01
9,81,0.01
9,82,0.01
9,83,0.01
9,84,0.01
9,85,0.01
9,86,0.01
9,87,0.01
9,88,-0.01
9,89,-0.01
9,90,0.01
9,91,0.01
9,92,0.01
9,93,-0.01
9,94,-0.01
9,95,0.01
9,96,0.01
9,97,-0.01
9,98,-0.01
9,99,-0.01
9,100,-0.01
9,101,-0.01
9,102,-0.01
9,103,-0.01
9,104,-0.01
9,105,-0.01
9,106,0.01
9,107,0.01
9,108,-0.01
9,109,-0.01
9,110,-0.01
9,111,0.01
9,112,-0.01
9,113,0.01
9,114,0.01
9,115,-0.01
9,116,0.01
9,117,-0.01
9,118,-0.01
9,119,0.01
9,120,-0.01
9,121,-0.01
9,122,0.01
9,123,0.01
9,124,0.01
9,125,0.01
9,126,0.01
9,127,-0.01
9,128,-0.01
9,129,0.01
9,130,-0.01
10,131,1
10,1,0.01
10,2,0.01
10,3,-0.01
10,4,-0.01
10,5,-0.01
10,6,-0.01
10,7,-0.01
10,8,-0.01
10,9,-0.01
10,10,-0.01
10,11,-0.01
10,12,-0.01
10,13,-0.01
10,14,-0.01
10,15,-0.01
10,16,-0.01
10,17,-0.01
10,18,0.01
10,19,0.01
10,20,0.01
10,21,0.01
10,22,-0.01
10,23,0.01
10,24,0.01
10,25,0.01
10,26,-0.01
10,27,0.01
10,28,-0.01
10,29,0.01
10,30,-0.01
10,31,0.01
10,32,-0.01
10,33,-0.01
10,34,-0.01
10,35,-0.01
10,36,-0.01
10,37,-0.01
10,38,-0.01
10,39,-0.01
10,40,-0.01
10,41,0.01
10,42,-0.01
10,43,-0.01
10,44,-0.01
10,45,-0.01
10,46,-0.01
10,47,-0.01
10,48,-0.01
10,49,-0.01
10,50,-0.01
10,51,-0.01
10,52,0.01
10,53,0.01
10,54,0.01
10,55,-0.01
10,56,0.01
10,57,-0.01
10,58,0.01
10,59,-0.01
10,60,-0.01
10,61,0.01
10,62,-0.01
10,63,0.01
10,64,-0.01
10,65,-0.01
10,66,-0.01
10,67,0.01
10,68,0.01
10,69,0.01
10,70,0.01
10,71,-0.01
10,72,-0.01
10,73,-0.01
10,74,-0.01
10,75,0.01
10,76,-0.01
10,77,0.01
10,78,0.01
10,79,0.01
10,80,-0.01
10,81,-0.01
10,82,-0.01
10,83,-0.01
10,84,-0.01
10,85,-0.01
10,86,-0.01
10,87,0.01
10,88,0.01
10,89,0.01
10,90,0.01
10,91,0.01
10,92,-0.01
10,93,-0.01
10,94,0.01
10,95,-0.01
10,96,0.01
10,97,-0.01
10,98,-0.01
10,99,-0.01
10,100,-0.01
10,101,-0.01
10,102,0.01
10,103,-0.01
10,104,-0.01
10,105,-0.01
10,106,-0.01
10,107,-0.01
10,108,-0.01
10,109,-0.01
10,110,-0.01
10,111,-0.01
10,112,-0.01
10,113,-0.01
10,114,-0.01
10,115,-0.01
10,116,-0.01
10,117,-0.01
10,118,-0.01
10,119,-0.01
10,120,-0.01
10,121,-0.01
10,122,-0.01
10,123,0.01
10,124,0.01
10,125,0.01
10,126,0.01
10,127,-0.01
10,128,0.01
11,129,-1
11,1,0.01
11,2,0.01
11,3,0.01
11,4,0.01
11,5,0.01
11,6,0.01
